Breakfast At Tiffany's	Henry Mancini	Breakfast At Tiffany's (50th Anniversary Edition)
Love Without Lies	Comet Gain	Broken Record Prayers
Buona Sera - Remastered	Louis Prima	Capitol Collectors Series
<A BOUT DE SOUFFLE> Waltzes, op.34/ No.3 in F major (Waltz No.4) (Chopin)	Frédéric Chopin, Abbey Simon, Piano	CINEMA CLASSICS World of Jean-Luc Godard Vol.1 A BOUT DE SOUFFLE/PIERROT LE FOU
<A BOUT DE SOUFFLE> Clarinet Concerto in A major, K.622 / 2nd mvt: Adagio (Mozart)	Wolfgang Amadeus Mozart, Gerd Starke (clarinet), Württemberg Chamber Orchestra, Jörg Faerber [Conductor]	CINEMA CLASSICS World of Jean-Luc Godard Vol.1 A BOUT DE SOUFFLE/PIERROT LE FOU
<A BOUT DE SOUFFLE> Clarinet Concerto in A major, K.622 / 3rd mvt: Rondo - Allegro (Mozart)	Wolfgang Amadeus Mozart, Gerd Starke (clarinet), Württemberg Chamber Orchestra, Jörg Faerber [Conductor]	CINEMA CLASSICS World of Jean-Luc Godard Vol.1 A BOUT DE SOUFFLE/PIERROT LE FOU
<PIERROT LE FOU> Piano Sonata No.9 in E major, op.14, No.1/ 1. Allegro (Beethoven)	Ludwig van Beethoven, Alfred Brendel	CINEMA CLASSICS World of Jean-Luc Godard Vol.1 A BOUT DE SOUFFLE/PIERROT LE FOU
History Repeating	Propellerheads, Shirley Bassey	Decksandrumsandrockandroll
Pass This On	The Knife	Deep Cuts
Common People	Pulp	Different Class / Deluxe Edition
Somebody Loves Me	Django Reinhardt	Djangologie Vol6 / 1937
Here Comes Your Man	Pixies	Doolittle
I Just Don't Know What to Do with Myself	The White Stripes	Elephant
Giu la testa	Ennio Morricone	Ennio Morricone: Fotogramma per fotogramma, Vol. 1
Come Here	Kath Bloom	Finally
Bela Lugosi's Dead (The Hunger)	Spirital	The Hunger - Horror Movie Themes
Lakmé, Act 1: Dôme épais le jasmin "Flower Duet","Léo Delibes, Carl Davis, Royal Liverpool Philharmonic Orchestra, Janice Watson, Ruby Philogene, The King's Division Normandy Band	I don't like classical music, but I really like this!	1
Someday	The Strokes	Is This It
Don't Stop Me Now - Remastered	Queen	Jazz (2011 Remaster)
The Love Me Or Die	C.W. Stoneking	Jungle Blues
Hungarian Rhapsody No.2 In C Sharp Minor, S.244	Franz Liszt, Berliner Philharmoniker, Herbert von Karajan	Karajan Festival
Killing Me Softly with His Song	Roberta Flack	Killing Me Softly
Land of My Dreams	Anna Domino	L'amour fou
Drivin' on 9	The Breeders	Last Splash
Thème de Camille	Georges Delerue	Le mépris (Original Movie Soundtrack) – EP
Please Don't Lead Me On	The Sheepdogs	Learn & Burn
Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major	Franz Liszt, Jenő Jandó	Liszt: Scherzo and March / 3 Liebestraume / Berceuse
Bohemian Rhapsody - Remastered 2011	Queen	A Night At The Opera (2011 Remaster)
I Got It Bad And That Ain't Good	Oscar Peterson Trio	Night Train
Shout To The Top - Full Version	The Style Council	Our Favourite Shop (Deluxe Edition)
Boléro, M. 81	London Symphony Orchestra	Ravel: Boléro - Daphnis et Chloë - Pavane
Reptilia	The Strokes	Room On Fire
Piano Trio No. 2 In E Flat Major, Op. 100, D. 929: II. Andante Con Moto	Stuttgart Piano Trio, Franz Schubert	Schubert: Piano Trios In E Flat Major, D. 929 And D. 897
Jazz Suite No.2: 6. Waltz II	Dmitri Shostakovich, Royal Concertgebouw Orchestra, Riccardo Chailly	Shostakovich: The Jazz Album
Can We Start Again	Tindersticks	Simple Pleasure
Nobody but You	Lou Reed, John Cale	Songs For Drella
Main Title (from "Taxi Driver")	Bernard Herrmann	Taxi Driver
Playground Love (with Gordon Tracks)	Air, Gordon Tracks	The Virgin Suicides (Deluxe Version - 15th Anniversary)
Je suis venu te dire que je m'en vais	Serge Gainsbourg	Vu de l'extérieur
Wagner: Parsifal: Prelude to Act 1	Richard Wagner, Daniel Barenboim, Berliner Philharmoniker	Wagner : Parsifal [Highlights]
Time Is On My Side	Irma Thomas	Wish Someone Would Care
Lisztomania	Phoenix	Wolfgang Amadeus Phoenix
Let The Sunshine In (Reprise) - Remastered 2000	The 5th Dimension	The Age Of Aquarius
Truth (Helios Remix)	Balmorhea	All Is Wild, All Is Silent Remixes
Auff!!	Management	Auff!!
Is It Like Today?	World Party	Bang!
Pile ou face	Corynne CHARBY	Best Of
Make Me Smile (Come up and See Me) - 2014 Remaster	Steve Harley, Steve Harley & Cockney Rebel	The Best Years of Our Lives (Deluxe Version)
California	The Lagoons	California
Californication	Red Hot Chili Peppers	Californication (Deluxe Edition)
À bicyclette	Yves Montand	Chanson française
Nocturne No.1 In B Flat Minor, Op.9 No.1	Frédéric Chopin, Maurizio Pollini	Chopin: Nocturnes
Diabolo menthe	Yves Simon	Diabolo Menthe
Ando Meio Desligado	Os Mutantes	"A Divina Comédia Ou Ando Meio Desligado","1
Sangue latino	Secos & Molhados	Dois Momentos
Carry	Martyn Heyne	Electric Intervals
I Will Survive	Cake	Fashion Nugget
Fisherman's Blues - 2006 Remaster	The Waterboys	Fisherman's Blues
Dance With Me	Adam Green	Garfield
Don't Get Me Wrong - 2007 Remaster	Pretenders	Get Close [Expanded & Remastered]
Misirlou	Dick Dale and his Del-Tones	Guitar Legend: The Very Best Of Dick Dale
Out on the Weekend - 2009 Remaster	Neil Young	Harvest (2009 Remaster)
Tomorrow Is My Turn	Nina Simone	I Put A Spell On You
A Waltz For a Night	Julie Delpy	Julie Delpy
Pregherò (Stand By Me) - Remastered	Adriano Celentano	La Festa (2011 Remaster)
Le Grand sommeil	Étienne Daho	La notte la notte
Bandiera Bianca - Remastered	Franco Battiato	La Voce Del Padrone (2008 Remastered Edition)
L'immensità	Johnny Dorelli	Le Piu' Belle Canzoni
Devant le magasin	José Bartel, Danielle Licari, Christiane Legrand	Les parapluies de Cherbourg (Bande originale remasterisée du film de Jacques Demy)
Devant le garage	José Bartel, Danielle Licari	Les parapluies de Cherbourg (Bande originale remasterisée du film de Jacques Demy)
To Catch a Thief	Lovage, Mike Patton, Jennifer Charles, Nathaniel Merriweather	Lovage: Music to Make Love to Your Old Lady By
Ho capito che ti amo	Luigi Tenco	Luigi Tenco
As Tears Go By	Marianne Faithfull	Marianne Faithfull's Greatest Hits
Message Personnel	Françoise Hardy	Message Personnel
Nothing Else Matters	Metallica	Metallica
Il Cielo In Una Stanza	Mike Patton	Mondo Cane
Lombardia	Mercanti di Liquore	Musica dei poveri
Nothing Really Ends	dEUS	No More Loud Music - The Singles
All Lined Up	Shriekback	Oil and Gold
On And On - Edit	Curtis Harding	On And On (Edit)
Electric Feel	MGMT	Oracular Spectacular
Orgasmo	Calcutta 	Orgasmo
Miss Miss	Benjamin Biolay	Palermo Hollywood
Paris 1919	John Cale	Paris 1919
Long Time	Blondie	Pollinator
Pretty Girl	Clairo	Pretty Girl
Retiens la nuit - BOF "Les Parisiennes","Johnny Hallyday	Retiens La Nuit	1
Dirty Old Town	The Pogues	Rum Sodomy & The Lash (Expanded)
Violin Sonata (Sonatina) in D Major, Op. 137, No. 1, D. 384: II. Andante	Franz Schubert, Julia Fischer, Martin Helmchen	Schubert, F.: Violin and Piano Music (Complete), Vol. 1
Jackie	Scott Walker	Scott 2
Sowing The Seeds Of Love	Tears For Fears	The Seeds Of Love (Remastered with bonus tracks)
Cvalda	Björk	Selma Songs
I've Seen It All	Björk	Selma Songs
New World	Björk	Selma Songs
There Is An End	The Greenhornes, Holly Golightly	Sewed Soles
Nulla in Mundo Pax Sincera - Arr. Edwards/Hirschfelder	Antonio Vivaldi, Jane Edwards, Choir, Geoffrey Lancaster, Gerald Keuneman, Orchestra, Ricky Edwards	Shine - Original Motion Picture Soundtrack
Put Your Head on My Shoulder	Paul Anka	Sings His Favorites
Love Is The Drug	Roxy Music	Siren (Remastered)
New York, I Love You but You're Bringing Me Down	LCD Soundsystem	Sound Of Silver
This Charming Man - 2008 Remaster	The Smiths	The Sound of the Smiths (Deluxe; 2008 Remaster)
Souvenirs, souvenirs	Johnny Hallyday	Souvenirs, Souvenirs
Something For Your M.I.N.D.	Superorganism	Superorganism
Dance Yrself Clean	LCD Soundsystem	This Is Happening
Sere Nere	Tiziano Ferro	TZN -The Best Of Tiziano Ferro (Lo Stadio Tour 2015 Edition)
Don't Kiss Me Goodbye	Ultra Orange, Emmanuelle	Ultra Orange & Emmanuelle
Naufragando	Management	Un incubo stupendo
Architetture Lontane	Paolo Conte	Una Faccia In Prestito
The Day Before You Came	ABBA	The Visitors
Everyday Is Like Sunday - 2011 Remaster	Morrissey	Viva Hate [2011 - Remaster] (2011 Remastered Version)
Suedehead - 2011 Remaster	Morrissey	Viva Hate [2011 - Remaster] (2011 Remastered Version)
Notget	Björk	Vulnicura
La crisi	Bluvertigo	Zero
Perfect	Ed Sheeran	÷ (Deluxe)
Something - Remastered	The Beatles	Abbey Road (Remastered)
Piano Trio "Archduke" in B Flat Major, Op.97: I. Allegro moderato	Bamberg Trio, Ludwig van Beethoven	Beethoven: Piano Trio "Archduke" in B Flat Major Op.97
Go	The Chemical Brothers	Born In The Echoes
Raindrops Keep Fallin' On My Head - From "Butch Cassidy And The Sundance Kid" Soundtrack	B.J. Thomas	Butch Cassidy & The Sundance Kid
Turne dala mé zènt (feat. Charlie Cinelli)	Bepi & The Prismas, Charlie Cinelli	Ca7 (casèt)
Don't Look Back Into The Sun	The Libertines	Don't Look Back Into The Sun
I Gotta Feeling	The Black Eyed Peas	THE E.N.D. (THE ENERGY NEVER DIES) [International Version]
Eternal Flame	The Bangles	The Essential Bangles
Lili Marleen.	Marlene Dietrich	The Essential Marlene Dietrich
Could Have Been Me	The Struts	Everybody Wants
Kiss This	The Struts	Everybody Wants
Summertime	Charlie Parker	The Genius Of Charlie Parker #2: April In Paris
Nathalie	Gilbert Bécaud	Gilbert Becaud (1964-1966) [2011 Remastered] [Deluxe version]
I Follow Rivers - The Magician Remix	Lykke Li, The Magician	I Follow Rivers (The Magician Remix)
Goodnight Moon	Shivaree	I Oughtta Give You A Shot In The Head For Making Me Live In This Dump (International Only)
Alright	Supergrass	I Should Coco
I'm Easy	Keith Carradine	I'm Easy
Sing	Travis	The Invisible Band
Partita No.1 In B Flat Major, BWV 825: Prelude	Johann Sebastian Bach, Rafał Blechacz	Johann Sebastian Bach
Hush	Kula Shaker	Kollected - The Best Of Kula Shaker
Nessuno	Mina	L'oro di Mina
Wir werden sehen - Paul Kalkbrenner Remix	2raumwohnung, Paul Kalkbrenner	Lasso - Remixe
What Is and What Should Never Be - 1990 Remaster	Led Zeppelin	Led Zeppelin II
Two Of Us - Remastered	The Beatles	Let It Be (Remastered)
I Me Mine - Remastered	The Beatles	Let It Be (Remastered)
What Katie Did	The Libertines	The Libertines
Bad Habit	The Kooks	Listen
Hateful - Remastered	The Clash	London Calling (Remastered)
Revolusion	Elliphant	Look Like You Love It
Mad About You	Hooverphonic	The Magnificent Tree
Hit The Road Jack	Ray Charles	Miami Lighthouse for the Blind Presents: Instrumental Magic
Sfogati	Caparezza	Museica
Vladimir Martynov: The Beatitudes	Vladimir Martynov, Kronos Quartet	Music of Vladimir Martynov
Zombie	The Cranberries	No Need To Argue (The Complete Sessions 1994-1995)
Sun of a Gun	Oh Land	Oh Land
Rainbow	Oh Land	Oh Land
Sex on Fire	Kings of Leon	Only By The Night
Porcelain	Moby	Play & Play: B Sides
My Way - 1993 Remastered Version	Sid Vicious	Playlist: New Wave
Tonight We Fly	The Divine Comedy	Promenade
Killing In The Name	Rage Against The Machine	Rage Against The Machine - XX (20th Anniversary Special Edition)
Stolen Dance	Milky Chance	Sadnecessary
L'Unica Cosa	Marta Sui Tubi	Salva Gente
Ashes to Ashes	David Bowie	Scary Monsters
Impromptus, D. 899 (Op. 90): Impromptu No. 3 in G-Flat Major: Andante	Franz Schubert, Murray Perahia	Schubert: Impromptus, D. 899 (Op. 90) & D. 935 (Op. 142)
Duel	Propaganda	A Secret Wish (Deluxe Edition)
Singin' in the Rain	Singin' In The Rain - Original Cast	Singin' in the Rain (Original Cast Recording)
Blue Moon	Billie Holiday	Solitude
White Rabbit - Sucker Punch: Original Motion Picture Soundtrack	Emilíana Torrini	Sucker Punch (Original Motion Picture Soundtrack)
Mykonos	Fleet Foxes	Sun Giant
November Rain	Guns N' Roses	Use Your Illusion I
Don't Look Back in Anger - Remastered	Oasis	(What's The Story) Morning Glory? [Remastered]
All My Loving - Remastered	The Beatles	With The Beatles (Remastered)
Super Sex	Morphine	Yes
Do I Wanna Know?	Arctic Monkeys	AM
Why'd You Only Call Me When You're High?	Arctic Monkeys	AM
Paradise City	Guns N' Roses	Appetite For Destruction
La cosa buffa	Ennio Morricone	Assoluto Morricone Best, Vol. 1
Fibre De Verre	Paris Combo	Attraction
Born To Be Blue	Chet Baker	Baby Breeze
BACH - Suite for Solo Cello No. 1 in G Major BWV1007, "Prelude","Chris Grist	BACH - Suite for Solo Cello No. 1 in G Major BWV1007	1
Dog Days Are Over	Florence + The Machine	Between Two Lungs
The Whistle Song	Frankie Knuckles	Beyond The Mix
The Judge	Twenty One Pilots	Blurryface
Che Cossé l'Amor	Vinicio Capossela	Camera A Sud
It's Always You - Vocal Version	Chet Baker	Chet Baker Sings
But Not For Me - Vocal Version	Chet Baker	Chet Baker Sings
Buena	Morphine	Cure For Pain
Roads	Portishead	Dummy (Non UK Version)
Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition	Herbie Hancock	Empyrean Isles (Rudy Van Gelder Edition / Expanded Edition)
Shipbuilding - Remastered in 1998	Robert Wyatt	EPs
La fac de lettres	Jacqueline Taieb	The French Mademoiselle
Chameleon	Herbie Hancock	Head Hunters
Beggin'	Madcon	Here Comes The Weekend
Mr. Brightside	The Killers	Hot Fuss
Somebody Told Me	The Killers	Hot Fuss
Fascinating Rhythm	George Gershwin, Yehudi Menuhin, Stéphane Grappelli, Max Harris	Icon: Menuhin and Grappelli
Little Arithmetics	dEUS	In A Bar, Under The Sea
Io ho in mente te	Equipe 84	Io Ho In Mente Te
Autumn Leaves	Chet Baker	Jazz Moods - Cool
Menuet and Badinerie	Johann Sebastian Bach, James Galway, I Solisti di Zagreb, Boston Pops Orchestra	Je n'aime pas le classique mais ca j'aime bien
Beggin' - 2007 Remaster	Frankie Valli & The Four Seasons	Jersey Beat: The Music Of Frankie Valli and The Four Seasons
Quelli Che Benpensano	Frankie HI-NRG MC	La Morte Dei Miracoli & Diff. Coupling
Are 'Friends' Electric?	Groove Armada	Late Night Tales: Groove Armada
Across The Universe - Remastered	The Beatles	Let It Be (Remastered)
Windmills of Your Mind - Remastered Version	Noel Harrison	Life Is A Dream [Digital Version]
Ready For The Floor	Hot Chip	Made In The Dark
The Dope Show	Marilyn Manson	Mechanical Animals
Couldn't Get It Right	Fun Lovin' Criminals	Mimosa
Amarcord: Amarcord	Nino Rota, Pino Calvi, Studio Orchestra, StudioConductor	Original Music for the Movies of Federico Fellini
Cimitero (Suite): Gigolettes (From "La Danza delle Libellule") / Cadillac / Carlotta's Galop	Nino Rota	Otto e Mezzo
There Is a Light That Never Goes Out - 2011 Remaster	The Smiths	The Queen Is Dead
Within	Daft Punk	Random Access Memories
Can't Take My Eyes off You	Frankie Valli	Solo
Hey Boy Hey Girl	The Chemical Brothers	Surrender
Afrikaan Beat	Bert Kaempfert	A Swingin' Safari (Remastered)
Non sono una signora	Loredana Bertè	Traslocando
December, 1963 (Oh What a Night!)	Frankie Valli & The Four Seasons	Who Loves You
The Rockafeller Skank - Short Edit	Fatboy Slim	You've Come a Long Way Baby (10th Anniversary Edition)
E se domani	Mina	4 anni di successi
Nabucco, Act III: Chorus of the Hebrew Slaves, "Va pensiero, sull'ali dorate","Giuseppe Verdi, London Philharmonic Choir, The London Chorus, David Parry, London Philharmonic Orchestra	The 50 Greatest Pieces of Classical Music	1
WEIGHT OFF	KAYTRANADA, BADBADNOTGOOD	99.9%
Missing - 2013 Remaster	Everything But The Girl	Amplified Heart (Deluxe Edition)
L'amore è tutto qui	Piero Ciampi	Andare Camminare Lavorare
Keyboard Suite No. 1 (Set II) in B-Flat Major, HWV 434: IV. Menuet (arr. W. Kempff for piano)	Wilhelm Kempff, George Frideric Handel, Roberto Cominati	Bach & Handel: Transcriptions for Piano
Symphony No. 1 in C, Op. 21: I. Adagio molto, Allegro con brio	Royal Concertgebouw Orchestra	The Beethoven Complete Symphonies, Vol.1
Love Will Tear Us Apart	Joy Division	The Best Of
Blue Velvet	Bobby Vinton	The Best Of Bobby Vinton
Nuit de folie - Version originale 1988	Début De Soirée	Best of Début de Soirée (Le meilleur des années 80)
On Broadway - Edit	George Benson	The Best Of George Benson
2 Arabesques, L. 66: No. 1 in E Major	Claude Debussy, Michael Korstick	Debussy: Piano Music, Vol. 4
One More Time	Daft Punk	Discovery
Each and Every One - 2012 Remaster	Everything But The Girl	Eden (Deluxe Edition)
It's Now or Never	Elvis Presley	Elvis' Golden Records, Vol. 3
C'est Ma Vie	Adamo	Essential
Cheek to Cheek	Fred Astaire	The Essential Fred Astaire
Amore che vieni, amore che vai	Fabrizio De André	Fabrizio De André Opere Complete
New York, New York	Liza Minnelli	Finest
Occhi	Zucchero	Fly (Italian Version)
Follow Me - Club Mix	Aly-Us	Follow Me
Free Fallin'	Tom Petty	Full Moon Fever
My Friend	Groove Armada	Goodbye Country (Hello Nightclub)
Close To Me	The Cure	The Head On The Door (Remastered)
Human After All - Sebastian Remix	Daft Punk	Human After All (Remixes)
Alone, Together	The Strokes	Is This It
Last Nite	The Strokes	Is This It
Concerto en ré mineur, BWV 974: II. Adagio	Johann Sebastian Bach, Alexandre Tharaud	J.S. Bach: Concertos italiens
La chanson des vieux amants	Jacques Brel	Jacques Brel 67
Kiko and the Lavender Moon	Los Lobos	Kiko
La Bamba	Los Lobos	La Bamba / Charlena (45 Version)
Dakota	Stereophonics	Language.Sex.Violence.Other?
Mozart / Arr Grieg: Piano Sonata No. 16 in C Major, K. 545: I. Allegro (Arr. Grieg for 2 Pianos) [Live]	Wolfgang Amadeus Mozart, Martha Argerich	Live from the Lugano Festival 2005
Cancion del Mariachi	Antonio Banderas, Los Lobos	Mexico & Mariachis: Music From And Inspired By Robert Rodriguez's El Mariachi Trilogy
Symphony No.41 In C, K.551 - "Jupiter": 2. Andante cantabile - Live	Wolfgang Amadeus Mozart, Wiener Philharmoniker, Leonard Bernstein	Mozart: Symphonies Nos.35 "Haffner" & 41 "Jupiter","1
Il Garibaldi innamorato	Sergio Caputo	Ne Approfitto Per Fare Un Po' Di Musica
Walk Between Raindrops	Donald Fagen	The Nightfly
Birdland	Weather Report	Original Album Classics
La Stagione Dell'Amore - Remastered	Franco Battiato	Orizzonti Perduti (2008 Remastered Edition)
Mr. Blue Sky	Electric Light Orchestra	Out of the Blue
Kiss	Prince	Parade - Music from the Motion Picture Under the Cherry Moon
Il Barbiere di Siviglia (1983 Digital Remaster): Overture	Philharmonia Orchestra, Riccardo Muti	The Platinum Collection
La Caduta Di Atlante	Caparezza	Prisoner 709
Pendant que les champs brûlent	Niagara	Religion
Presto in C Major	Arnold Schoenberg, Quatuor Diotima	Schoenberg, Berg, Webern: Complete Works for String Quartet
Schoenberg: Verklärte Nacht, Op. 4: I. Grave	Arnold Schoenberg, Daniel Barenboim, Ruben Gonzalez, John Sharp, Li-Kuo Chang, Stephen Balderston, Charles Pikler, Joseph Golan, Chicago Symphony Orchestra	Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works
Schumann : Piano Sonata No.1 in F sharp minor Op.11 : III Scherzo e intermezzo	Robert Schumann, Catherine Collard	Schumann : Piano Sonatas Nos 1 & 2, Papillons & 3 Romances (Apex)
Like a Rolling Stone - Live at the Isle of Wight, UK - August 1969	Bob Dylan	Self Portrait
Arabesque No. 1	Isao Tomita	Snowflakes Are Dancing
An der schönen blauen Donau, Op.314	Johann Strauss II, Berliner Philharmoniker, Herbert von Karajan	Strauss, J.: An der schönen blauen Donau (The Blue Danube)
Where Is My Mind?	Pixies	Surfer Rosa (Remastered)
Sweet Harmony (Original Mix)	Liquid	Sweet Harmony
Souvenir De Florence, Op. 70: IV. Allegro Vivace	Borodin Quartet, Mstislav Rostropovich, Genrikh Talalyan, Pyotr Ilyich Tchaikovsky	Tchaikovsky: Complete String Quartets / Souvenir De Florence
Boys Don't Cry	The Cure	Three Imaginary Boys
American Girl	Tom Petty and the Heartbreakers	Tom Petty & The Heartbreakers
La fille avec toi	Françoise Hardy	Tous les garçons et les filles
End Of The Line	Traveling Wilburys	The Traveling Wilburys, Vol. 1
Sinnerman - Felix Da Housecat's Heavenly House Mix	Nina Simone, Felix Da Housecat	Verve Remixed 2
Maybe Tomorrow	Stereophonics	You Gotta Go There To Come Back
La vie est belle	Indochine	13
The Wind Cries Mary	Jimi Hendrix	Are You Experienced
Little Wing	Jimi Hendrix	Axis: Bold As Love
Cello Suite No.1 In G Major, BWV 1007: 1. Prélude	Johann Sebastian Bach, Pierre Fournier	Bach, J.S.: The Cello Suites (2 CDs)
Suite For Cello Solo No.1 In G, BWV 1007: 2. Allemande	Johann Sebastian Bach, Pierre Fournier	Bach, J.S.: The Cello Suites (2 CDs)
We Have All the Time in the World	Louis Armstrong	The Best Of Louis Armstrong
Stressed Out	Twenty One Pilots	Blurryface
Samba de Orfeu	Luis Bonfa, Toots Thielemans	The Brasil Project Vol. II
Ramblin' Man	The Allman Brothers Band	Brothers And Sisters (Deluxe Edition)
Gershwin: Rapsody in Blue	Radio Hamburg Symphony Orchestra, George Gershwin, Ghunter von Herb	Classics for Love
September In the Rain	Dinah Washington	The Collection
Bluesette	Toots Thielemans	Columbia Jazz
Copacabana (At the Copa)	Barry Manilow	Dance Vault Mixes - Copacabana (At The Copa)
Serenade for String Orchestra in E major, Op. 22, II. Tempo di Valse	Antonín Dvořák, Petr Skvor, Prague Chamber Orchestra	Dvořák: Serenade for Strings, Czech Suite
Bewitched, Bothered, And Bewildered	Ella Fitzgerald	Ella Fitzgerald Sings The Rodgers And Hart Song Book
Night and Day	Frank Sinatra	The Essential Frank Sinatra
All By Myself	Céline Dion	Falling Into You
Careless Whisper	George Michael	The Final
I'll Be There for You - TV Version with Dialogue	The Rembrandts	Friends Soundtrack
The Girl From Ipanema	Antônio Carlos Jobim	The Girl From Ipanema
Eskimo - Live From Kiwi Di Piumazzo,Italy/194 / Edit	Francesco Guccini	Guccini Live Collection
What A Wonderful World	Louis Armstrong	Hello Louis - The Hit Years (1963-1969)
I'll Be There for You (Theme from "Friends')	The Rembrandts	I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45]
Il Mondo	Jimmy Fontana	Il Mondo
Ti Sorrido Mentre Affogo	Caparezza	Il Sogno Eretico
If I Had You	Lucio Dalla, Doctor Dixie Jazz Band	JAZZ, primo amore dal 1960
Bossa Per Due	Nicola Conte	Jet Sounds
Blue in Green	Miles Davis	Kind Of Blue (Legacy Edition)
You Mean More To Me	Lionel Richie	Lionel Richie (Expanded Edition)
At Last - Single Version	Etta James	Love Songs
Wake Me up Before You Go-Go	Wham!	Make It Big
California Stars	Billy Bragg, Wilco	Mermaid Avenue
My Generation - Original Mono Version	The Who	My Generation (Remastered Mono Version)
Night And Day	Diana Krall	Night And Day
Bewitched - 2008 Remastered	Frank Sinatra	Nothing But The Best (Remastered)
La Gitane	Angelo DeBarre	Portrait Of Angelo
Thunderstruck	AC/DC	The Razors Edge
Eclisse twist	Mina	Ritratto di Mina: I singoli, Vol. 2
Signora Bovary - Remastered 2007	Francesco Guccini	Signora Bovary
Sous Le Ciel De Paris	Jacky Terrasson	Smile
I've Told Every Little Star	Linda Scott	Starlight Starbright
Night And Day - Remastered	Frank Sinatra	A Swingin' Affair! (Remastered)
Ai Du	Ali Farka Touré, Ry Cooder	Talking Timbuktu
Symphony No. 5 - Adagietto	Gustav Mahler	Time Code
The Way You Look Tonight	Frank Sinatra	Ultimate Sinatra
Jodellavitanonhocapitouncazzo	Caparezza	Verità Supposte
Night and Day	Cole Porter	What a Wonderful Jazz World
Dance Me to the End of Love	Bria Skonberg	With a Twist
I've Heard That Song Before	Harry James	Woody Allen et la musique
Heavy Metal Drummer	Wilco	Yankee Hotel Foxtrot
Diavolo rosso	Paolo Conte	Appunti Di Viaggio
Sneaking out the Back Door	Matt Bianco	The Best Of Matt Bianco
Concerto De Aranjuez	Rodrigo	The Best Spanish Guitar Music Of All Time
Safe From Harm - 2012 Mix/Master	Massive Attack	Blue Lines (2012 Mix/Master)
One Love - 2012 Mix/Master	Massive Attack	Blue Lines (2012 Mix/Master)
Violin Concerto In D, Op.77: 3. Allegro giocoso, ma non troppo vivace - Poco più presto - Live	Johannes Brahms, Anne-Sophie Mutter, New York Philharmonic, Kurt Masur	Brahms: Violin Concerto In D Major, Op. 77 / Schumann: Fantasy For Violin And Orchestra In C Major, Op. 131 (1997年 ライヴ・イン・ニューヨーク)
Cara	Lucio Dalla	Dalla
Futura	Lucio Dalla	Dalla
Do It Again	George Gershwin, B.G. DeSylva, Jane Russell, Lou Bring	The Essential George Gershwin
Do It Again/Soon	George Gershwin, André Previn	Gershwin: We got Rhythm - A Gershwin Songbook
Nessun Dolore	Giorgia	Giorgia/Incl. Extra Track
Holiday - Faded Ending	Green Day	Holiday
Where To Start	Lou Doillon	Lay Low
4/3/1943	Lucio Dalla	Lucio Dalla
Piano Sonata No.7 In C, K.309: 1. Allegro con spirito	Wolfgang Amadeus Mozart, Maria João Pires	Mozart: Piano Sonatas
Such a Shame	Talk Talk	Natural History - The Very Best Of Talk Talk
One Step Beyond	Madness	One Step Beyond...
Macaco	Paolo Conte	Paolo Conte
Eden	Paolo Conte	Parole D'Amore Scritte A Macchina
Happy Feet	Paolo Conte	Parole D'Amore Scritte A Macchina
"Nessun dorma!","Giacomo Puccini, Luciano Pavarotti, John Alldis Choir, Wandsworth School Boys Choir, London Philharmonic Orchestra, Zubin Mehta	Pavarotti Forever (2 CDs)	1
Pergolesi: Stabat Mater, P. 77: I. "Stabat Mater dolorosa","Giovanni Battista Pergolesi, Philippe Jaroussky, Julia Lezhneva, Diego Fasolis, I Barocchisti	Pergolesi: Stabat Mater, Laudate pueri & Confitebor	1
Bourée	Jethro Tull	Repeat - The Best of Jethro Tull, Vol. II
Concierto de Aranjuez: Adagio	Miles Davis	Sketches Of Spain 50th Anniversary (Legacy Edition)
Angiolino	Paolo Conte	Un Gelato Al Limon
Nocturnes (op. 32 Nr. 1 H-Dur / in B major)	Arthur Rubinstein	Berühmte Klavierkonzerte
Night And Day	Ella Fitzgerald	Ella Fitzgerald Sings The Cole Porter Songbook (Expanded Edition)
Fiume Sand Creek	Fabrizio De André	Fabrizio De André (Indiano)
Just Can't Get Enough - Live	Depeche Mode	Live in Berlin Soundtrack
Ba ba baciami piccina	Alberto Rabagliati	Quando la radio
Incontro - Remastered 2007	Francesco Guccini	Se Io Avessi Previsto Tutto Questo... La Strada, Gli Amici, Le Canzoni
La Vasca	Alex Britti	Alex Britti - Best Of
Nuova Ossessione	Subsonica	Amorematico
Cosi' Celeste	Zucchero	Best Of (Spec. Ed.-Italian)
Sultans Of Swing	Dire Straits	Dire Straits (Remastered)
Dalla pace del mare lontano	Sergio Cammariere	Io
Storia D'Amore	Adriano Celentano	Le Robe Che Ha Detto Adriano
Solo3min	Negramaro	Mentre tutto scorre (Deluxe Version)
La prima cosa bella	Nicola Di Bari	Nicola Di Bari
Insieme a te non ci sto più	Caterina Caselli	Qualcuno mi può giudicare
Our House	Madness	The Rise & Fall
Alta marea (Don't Dream It's Over)	Antonello Venditti	TuttoVenditti
